   150/999     1.75G   0.01791   0.07442  0.001381   0.09371      1213       448    0.9726    0.6512    0.6449    0.5067   0.01166   0.04857  0.001254
   151/999     1.75G   0.01807   0.07394   0.00134   0.09335       652       448    0.9719    0.6433      0.65    0.5041   0.01229   0.05098  0.001168
   152/999     1.75G   0.01695   0.07853  0.001252   0.09673       559       448    0.9566     0.652    0.6471    0.5072   0.01156   0.04769  0.001231
   153/999     1.75G   0.01979   0.06741  0.002599    0.0898       725       448    0.9798    0.6202    0.6509     0.517   0.01144   0.04834  0.001259
   154/999     1.75G   0.01828    0.0686  0.001371   0.08825       556       448     0.961    0.6516    0.6546     0.499   0.01186    0.0478  0.001128
   155/999     1.75G   0.01741   0.07083   0.00105   0.08928       685       448    0.9667    0.6437    0.6551    0.5259   0.01161   0.04812  0.001157
   156/999     1.75G    0.0168   0.07113   0.00198   0.08991       810       448    0.9609    0.6608    0.6511    0.5318   0.01116   0.04776  0.001157
   157/999     1.75G   0.01593   0.06721   0.00154   0.08468       420       448    0.9685    0.6183     0.645    0.5017   0.01125   0.04874  0.001215
   158/999     1.75G   0.01672   0.06963  0.001907   0.08826       986       448    0.9467    0.6529    0.6427    0.4905   0.01138   0.04777  0.001346
   159/999     1.75G   0.01798   0.07332  0.001099    0.0924       779       448    0.9222    0.6512     0.638    0.4964    0.0122   0.05009  0.001708
   160/999     1.75G   0.01899   0.07413   0.00207   0.09519       772       448    0.9607    0.6437    0.6395    0.4974   0.01118   0.04789  0.001257
   161/999     1.75G   0.01708   0.07204  0.001001   0.09012       910       448    0.9418    0.6439    0.6438    0.4924   0.01159   0.04962  0.001476
   162/999     1.75G   0.01882   0.07113    0.0026   0.09255      1135       448    0.9622    0.6166    0.6423    0.4998   0.01219    0.0494  0.001305
   163/999     1.75G   0.01964   0.06947  0.001378   0.09049       551       448    0.9615    0.6353    0.6526    0.5352   0.01119   0.04743  0.001172
   164/999     1.75G   0.01614    0.0726  0.001219   0.08996       601       448    0.9715    0.6259    0.6455    0.5094   0.01175   0.04818  0.001188
   165/999     1.75G   0.01858   0.07387  0.002122   0.09456       604       448    0.9721    0.6283    0.6483    0.4984   0.01159   0.04913  0.001152
   166/999     1.75G   0.01998   0.07491  0.001433   0.09632       808       448    0.9512    0.6269     0.649    0.5078   0.01177   0.04778  0.001124
   167/999     1.75G   0.01819   0.06912   0.00236   0.08967       765       448    0.9567    0.6275    0.6496    0.5103   0.01145     0.047   0.00115
   168/999     1.75G   0.01786   0.07465  0.001506   0.09402       570       448    0.9356    0.6444    0.6438    0.5055   0.01151   0.04736  0.001161
   169/999     1.75G   0.01793   0.06839  0.001939   0.08826       690       448    0.9626     0.644     0.644    0.5224   0.01115   0.04749  0.001122
   170/999     1.75G   0.02082   0.06686  0.001737   0.08941       488       448    0.9781    0.6096    0.6431    0.5202   0.01143   0.04702  0.001095
   171/999     1.75G   0.01834   0.07238  0.001937   0.09266       674       448    0.9583    0.6438     0.644    0.5229    0.0116   0.04601  0.001075
